,Unnamed: 0,Unnamed: 0.1,id,timestamp,tweet_text
45,45,45,1.38808e+18,30-04-2021 10:28,rd FRIDAY OF THE MONTH Ya ALLAH Replace Our Sadness With Hope Our Anxiety With Reassurance Our Depression With Happiness And Our Weakness With Strength HASBUNAL LAHU WA NIIMAL WAKEEL Have a Blessed Jumuat AMEEN
46,46,46,1.38808e+18,30-04-2021 10:28,Twitter this morning is giving me incredible anxiety about the industry Im hoping to break into So many supportive voices on here but also so many horrifying accounts of abuse and bullying Have I made a huge mistake
47,47,47,1.38808e+18,30-04-2021 10:28,Anxiety hone lagi hai 
48,48,48,1.38808e+18,30-04-2021 10:27,day is gonna start rlly early today no im not being productive i just had nonstop anxiety over a game like a loser and didnt sleep a wink
49,49,49,1.38808e+18,30-04-2021 10:27,Not having enough sex can put you at risk of anxiety paranoia and depression
50,50,50,1.38808e+18,30-04-2021 10:27,Anxiety keeping me up again
51,51,51,1.38808e+18,30-04-2021 10:27,i understand that camilas thing is a bit weird but this was actually him opening up about his anxiety and how camila has helped him be less anxious in certain situations its kind of sad that people are constantly downgrading him trying to be open about it tbh
52,52,52,1.38808e+18,30-04-2021 10:27,anxiety is fuck
53,53,53,1.38808e+18,30-04-2021 10:27,The morning anxiety is reallll
54,54,54,1.38808e+18,30-04-2021 10:27,Almost exactly a year ago I had so much anxiety around presenting that I made my teammates pitch our masters capstone project This week I pitched my startup for preseed VC funding And got it
55,55,55,1.38808e+18,30-04-2021 10:27,I badly need hug comfort zone and shoulder to lean on rn my anxiety keeps on bothering me and I hate it
56,56,56,1.38808e+18,30-04-2021 10:27,Talk about thoroughbred You look beautiful I wouldnt wanna be your father Imagine the anxiety abafana bebole kanje
57,57,57,1.38808e+18,30-04-2021 10:27,All comments returned Zoom Meeting Anxiety And How To Effectively Overcome It Covid has made avoiding Zoom meeting anxiety impossible but luckily for you this article contains the best tip on how to overcome it
58,58,58,1.38808e+18,30-04-2021 10:27,people think getting nervous sometimes gives them a whole mental illness  it makes it hard for us ppl w anxiety to raise awareness for it bc its becoming too normalized
59,59,59,1.38808e+18,30-04-2021 10:27,Anxiety attacks for no reason
60,60,60,1.38808e+18,30-04-2021 10:27,I dont even have friends that like me let alone someone sexually or romantically interested Doesnt help that Im a shutin with anxiety and depression and around the same time my life was getting better the quarantine hit and my landlord sold our apartment n may be kicked out
61,61,61,1.38808e+18,30-04-2021 10:27,My anxietys skyrocketing 
62,62,62,1.38808e+18,30-04-2021 10:27,Im not kidding when I say taps on my right shoulder will throw me into an anxiety attack bc of a teacher
63,63,63,1.38808e+18,30-04-2021 10:27,taeko onukis songs are the embodiment of anxiety and sleep deprivation
64,64,64,1.38808e+18,30-04-2021 10:26,I keep water on me at all times I will not drive unless its in the car It also helps my anxiety sometimes 
65,65,65,1.38808e+18,30-04-2021 10:26,i usually go w magnezijev klorid it helps but i cant ingest too much or it does the opposite bc of irritating im under stress and getting a beating from anxiety these days so nothing rly works until thats over
66,66,66,1.38808e+18,30-04-2021 10:26,Schools finally done No more anxiety 
67,67,67,1.38808e+18,30-04-2021 10:26,Great initiative by Pinterest to create mental health awareness the ongoing pandemic has caused anxiety and depression for many people and its good to see how much they are concerned
68,68,68,1.38808e+18,30-04-2021 10:26,He could be having a social anxiety disorder
69,69,69,1.38808e+18,30-04-2021 10:26,RJ has had an AWFUL night Ive been up since about ammy anxiety is stupid high and as I was aggressively scratching my scalp our kitty cat stared at me meowingit was the sign I needed to stop doing what I was doing 
70,70,70,1.38808e+18,30-04-2021 10:26,I cant stop anxiety so much hostility Such a twisted scarecrow It is been rising for eons my neck was twisted
71,71,71,1.38808e+18,30-04-2021 10:26,This feeling of complete anxiety is so exhausting I never thought an emotion could truly be this tiring
72,72,72,1.38808e+18,30-04-2021 10:26,Oh I wish I could think like you  I appreciate all advice Im just really stressing and anxiety through the roof right now 
73,73,73,1.38808e+18,30-04-2021 10:26,I might take my journal to work today just so I can take my time doing things inside work going outside on the dock just gives me so much anxiety
74,74,74,1.38808e+18,30-04-2021 10:26,So I spent about a year not telling my parents but thinking if a cop saw me go in or leave my house Id get beaten up Anyway probably unrelated but Ive had diagnosed anxiety issues for  years
75,75,75,1.38808e+18,30-04-2021 10:26,Pl talk about th board exams its giving children anxiety and stress bc of uncertainty Itll increase cases Help AlternativeAssessment CancelBoardExam justiceforthstudents
76,76,76,1.38808e+18,30-04-2021 10:26,I want strong ass anxiety meds like quick acting shut my symptoms down immediately pills but I also want to stay awake and not sleep for  hours like I have been  nights a week what are my choices
77,77,77,1.38808e+18,30-04-2021 10:26,Not having enough sex can put you at risk of anxiety paranoia and depression
78,78,78,1.38808e+18,30-04-2021 10:26,Nurse with anxiety
79,79,79,1.38808e+18,30-04-2021 10:26,Do you feel alone misunderstood or pushed by the wayside because you suffer from Anxiety disorder Packs blog
80,80,80,1.38808e+18,30-04-2021 10:26,Im getting my first shot this evening and no fucker can deny me my cheer today  Youre very right too it feels like the the beginning of the end I was terrified of this thing to the point it cost me  months of my life due to anxiety and depression Not anymore
81,81,81,1.38808e+18,30-04-2021 10:25,Bajaj Finserv harrasment me on emi payment They make metal touture make force wrong meke me depressed anxiety Though i pay emi part payment
82,82,82,1.38808e+18,30-04-2021 10:25,She answered his smile with a feeble one of her own closing her eyes at his gentle touches It soothed her distracting her from everything else she was feeling So much so that her tense sore muscles began to relax and the anxiety began 
83,83,83,1.38808e+18,30-04-2021 10:25,Economic anxiety has been BS analysis as a rationale for Trump voters for years But here he goes with it anyway
84,84,84,1.38808e+18,30-04-2021 10:25,I have like no cravings for chocolate or take awaysive lost lbs this weekThe like constantfeelingampthe worn out feeling has like goneas have the like omg cant thinkanxietyworry feelings tooim a lil more on top of house workamp I feel in controlampsooo much happierx
85,85,85,1.38808e+18,30-04-2021 10:25,Todays my first day back to work in awhile and the anxiety is destroying me 
86,86,86,1.38808e+18,30-04-2021 10:25,I really like this article by It is my view that childhood anxiety is not unrelated to our increased societal focus on external variables  totally and directly related Confidence is overrated
87,87,87,1.38808e+18,30-04-2021 10:25,IDRDailyBrief th April An unprecedented and alarming decline in the availability of fish is generating anxiety among the fishing community in Kerala Fisheries
88,88,88,1.38808e+18,30-04-2021 10:25,it means like no one following this account Its mainly to avoid giving followers or moots anxiety
89,89,89,1.38808e+18,30-04-2021 10:25,nice just dont have anxiety right
90,90,90,1.38808e+18,30-04-2021 10:25,Im going to the doctor for the first time in like three years Do they have like an Im a literal disaster and need medication to fix my anxiety depression hormones etc or no Because I think Im broken and Im too scared to ask 
91,91,91,1.38808e+18,30-04-2021 10:25,Can Anxiety Cause Stomach Pain via
92,92,92,1.38808e+18,30-04-2021 10:25,Networking is key I really pushed my anxiety to the left doing this and its paying off I could cry rn
93,93,93,1.38808e+18,30-04-2021 10:25,How to overcome depression and anxiety WhatTheBibleSays LearnFromTheBible
94,94,94,1.38808e+18,30-04-2021 10:25,Anxiety hits me 
95,95,95,1.38808e+18,30-04-2021 10:24,googling about anxiety attacks and making my anxiety worse
96,96,96,1.38808e+18,30-04-2021 10:24,Omg KKK means all those animal stunts too  Isko to chuhe se bhi darr lagta hai  Yaar ye to BB wali anxiety wapas aa rahi hai  RahulVaidya RKVians
97,97,97,1.38808e+18,30-04-2021 10:24,I wasnt ready for this emotional tears and screaming anxiety for this finale Sam amp Bucky kudos Fatws
98,98,98,1.38808e+18,30-04-2021 10:24,I can never choose a seat in the middle side of the flight the anxiety of walking down the aisle and people just watching you  hawema ngeke
99,99,99,1.38808e+18,30-04-2021 10:24,Ive bought some very expensive noise cancelling headphones and my life quality is so much better I didnt realise how much anxiety I get from sounds Jamie and I are even learning sign language so I dont have to take them off when were out and about So far we know tea 
100,100,100,1.38808e+18,30-04-2021 10:24,ANXIETY DISORDER ANO ANG LUNAS YouTube Link WhatTheBibleSays LearnFromTheBible
101,101,101,1.38808e+18,30-04-2021 10:24,omgggg intensified anxiety where ur heart feels like its goin g to explode no thank u go away pls lt
102,102,102,1.38808e+18,30-04-2021 10:24,this guy told me to in relationship so that my anxiety goes away um
103,103,103,1.38808e+18,30-04-2021 10:24,Learn the Bibles advice on how to overcome depression and anxiety from this video of Bro Eli Soriano WATCH WhatTheBibleSays LearnFromTheBible
104,104,104,1.38808e+18,30-04-2021 10:24,Suddenly i dont have anxiety anymore im cured Thank you 
105,105,105,1.38808e+18,30-04-2021 10:23,i am so hungry but i Cannot eat bc my stomach is full of fear and anxiety and just terrible little ants
106,106,106,1.38808e+18,30-04-2021 10:23,How do some people REGULARLY VOLUNTARILY go for online office hours I literally have to practice talking before I go for the compulsory ones thats how bad anxiety has gotten over the online semester
107,107,107,1.38808e+18,30-04-2021 10:23,I lost friends best friends missed out on all of my s and chose to lock myself in my room The only relationship I have ever had with a woman only happened because she asked me out and that lasted only a week because of anxiety I need to get this treated ASAP
108,108,108,1.38808e+18,30-04-2021 10:23,MY ANXIETY SIZE OF A PLANET
109,109,109,1.38808e+18,30-04-2021 10:23,the level of anxiety I feel rn should be illegal
110,110,110,1.38808e+18,30-04-2021 10:23,Anxiety
111,111,111,1.38808e+18,30-04-2021 10:23,my anxiety morning coffee  panic attack
112,112,112,1.38808e+18,30-04-2021 10:23,Cast all your anxiety on Him because cares for you  Peter 
113,113,113,1.38808e+18,30-04-2021 10:23,Its really the greatest thing any of us could ask for isnt it to have a painfree and comfortable exit Sending love to your family Its good to know that her anxiety has lessened too 
114,114,114,1.38808e+18,30-04-2021 10:23,just looking at this gave me a shock of anxiety like i just went up to the barista to get my order
115,115,115,1.38808e+18,30-04-2021 10:23,Guess who hates being colorblind and has anxiety in a country where she doesnt speak the language So tiring Label your products Stop making up terrible names makeup brands Fix this Add Hex colors to your labels
116,116,116,1.38808e+18,30-04-2021 10:22,Ive never had this much anxiety about a test I wish I had a chill pill
117,117,117,1.38808e+18,30-04-2021 10:22,oh hi morning anxiety been a minute 
118,118,118,1.38808e+18,30-04-2021 10:22,bf with anxiety gf that orders food for him
119,119,119,1.38808e+18,30-04-2021 10:22,i get anxiety seeing SR flips where rsi is over heating Shit RR
120,120,120,1.38808e+18,30-04-2021 10:22,Starting and maintaining a Social Media presence can be overwhelming frustrating and anxietyinducing will show you a better healthier way to approach it Her popular workshop starts tomorrow Sign up here
121,121,121,1.38808e+18,30-04-2021 10:22,I dont like It here they all hate me Uhh so hi I hope you like my drawing about my own anxiety I recently made this because this was the only way to express my panic attacks around people So yea anxietyattack anxious art drawing
122,122,122,1.38808e+18,30-04-2021 10:22,I tend to smoke a whole blunt when my anxiety is at an all time high and Ive been on maybe a full hour of sleep Welcometomylife
123,123,123,1.38808e+18,30-04-2021 10:22,this gave me anxiety 
124,124,124,1.38808e+18,30-04-2021 10:22,Living al by myself havng no  near and far to talk to with a rare blood group of O ve Im now suffering from anxiety Extrm isolation is not less than lack of o People like me battle it out every day sitting and staring into nowhere with no to talk
125,125,125,1.38808e+18,30-04-2021 10:22,our session is done and its better than the first one which is basically a bag of anxiety
126,126,126,1.38808e+18,30-04-2021 10:22,My anxiety kenat
127,127,127,1.38808e+18,30-04-2021 10:22,I feel excited but also anxious for my intern My anxiety keeps coming when Im thinking about it a lot
128,128,128,1.38808e+18,30-04-2021 10:22,Just looking the chain fork gives me anxiety
129,129,129,1.38808e+18,30-04-2021 10:22,Thank you My levels of anxiety rose again
130,130,130,1.38808e+18,30-04-2021 10:21,Anxiety
131,131,131,1.38808e+18,30-04-2021 10:21,Good afternoon tea Was a pretty nice month here if not including my anxiety attack yesterday I got into Trails series and also got my copy of Ys IX else was the usual What goals did you have
132,132,132,1.38808e+18,30-04-2021 10:21,the silence is deafening but with dekus anxiety everything is amplified especially kacchans subtle movements behind the wall if he focuses on his scent hard enough he can sense that kacchan is there and reads his emotions from the joy in the air underlined with distress
133,133,133,1.38808e+18,30-04-2021 10:21,this sht is giving me anxiety danggg
134,134,134,1.38808e+18,30-04-2021 10:21,Anxiety is a call to action you cannot answer it by sitting still
135,135,135,1.38808e+18,30-04-2021 10:21,Each of DV DV has a story to tell  a double burden of a pandemic and fearanxiety and stress of not being adjudicated DVFY suffered the end but DV is going to suffer all sides unless DVMissionCritical Kindly save our dreams
136,136,136,1.38808e+18,30-04-2021 10:21,The normalisation of COVID anxiety has been so profound I dont even remember how I used to feel before all of this Every day has its ebb of shockingly depressing news
137,137,137,1.38808e+18,30-04-2021 10:21,The pandemic has put Financial Services to the test with even more loan requests fraud control and customer anxiety Learn how RPA can alleviate these strains while empowering banks with resilience amp innovation
138,138,138,1.38808e+18,30-04-2021 10:21,The anxiety of being the only girl in the lift 
139,139,139,1.38808e+18,30-04-2021 10:21,Our public policy responses thru this pandemic have been driven more out of ease of implementation than by logic amp effectiveness When you treat citizens like school children amp circumscribe routine functions to h instead of  you will of course double density amp anxiety
140,140,140,1.38808e+18,30-04-2021 10:21,Its really hard to love something that hasnt given you anything but anxiety
141,141,141,1.38808e+18,30-04-2021 10:20,Ah yes Pre move anxiety wake up
142,142,142,1.38808e+18,30-04-2021 10:20,you ever wake up full of anxiety shits wild
143,143,143,1.38808e+18,30-04-2021 10:20,that tiktok sound really does trigger my anxiety sometimes
144,144,144,1.38808e+18,30-04-2021 10:20,wow my separation anxiety just straight up went over the skies after listening to Dont 
145,145,145,1.38808e+18,30-04-2021 10:20,idk its just me and my anxiety thinking that everyone hates me 
146,146,146,1.38808e+18,30-04-2021 10:20,Wish her speedy recovery The anxiety must have been awful 
147,147,147,1.38808e+18,30-04-2021 10:20,Does anyone ever get an anxiety attack when they have to call a certain person or when the person calls
148,148,148,1.38808e+18,30-04-2021 10:20,anxiety is not a joke
149,149,149,1.38808e+18,30-04-2021 10:20,URGENT Need OXYGEN CYLINDER in Varanasi Verified leads in Ghazipur may also be given Patient age  spo  Patient has fever anxiety and breathing issues sosvaranasi
150,150,150,1.38808e+18,30-04-2021 10:19,anxiety from the next song in shuffle why do u exist
151,151,151,1.38808e+18,30-04-2021 10:19,Im on my way my anxiety is through the roof and weed really helps
152,152,152,1.38808e+18,30-04-2021 10:19,This is giving me anxiety
153,153,153,1.38808e+18,30-04-2021 10:19,dentist in an hour anxiety really starting to kick in Keep telling myself short term pain and discomfort worth it as once out then no more abscess Nice words appreciated
154,154,154,1.38808e+18,30-04-2021 10:19,Have yall ever been so tired but anxiety said N O
155,155,155,1.38808e+18,30-04-2021 10:19,Today is one of those days where I get dragged out of an anxiety episode by having to tell a friend not to vomit on someone because it caught me all the way off guard
156,156,156,1.38808e+18,30-04-2021 10:19,Anxiety ako den meron nyan pero i choose to be brave to conquer this bullshit i choose to be happy for me and the people around me
157,157,157,1.38808e+18,30-04-2021 10:18,You are good enough But this world makes you feel bad and anxiety more
158,158,158,1.38808e+18,30-04-2021 10:18,Anxiety really just eats you up 
159,159,159,1.38808e+18,30-04-2021 10:18,Just bad fucking anxiety as always
160,160,160,1.38808e+18,30-04-2021 10:18,Sun  Uranus today anxiety is at an all time high
161,161,161,1.38808e+18,30-04-2021 10:18,Take care John its okay to not be okay the journey isnt linear please do take good self care Maybe my yoga class for anxiety Or the gentle bed yoga last week may help to ground you Take care my friend
162,162,162,1.38808e+18,30-04-2021 10:18,Social anxiety is fuckin exhausting 
163,163,163,1.38808e+18,30-04-2021 10:18,When the performance anxiety hits
164,164,164,1.38808e+18,30-04-2021 10:18,Like it seems like kinda counterproductive to me but they can assume what they wanna assume I have anxiety and I make self deprecating assumptions all the time so I dont blame them for that but I dont write them out and post it in public as if its a fact
165,165,165,1.38808e+18,30-04-2021 10:18,yummy anxiety
166,166,166,1.38808e+18,30-04-2021 10:18,Anxiety 
167,167,167,1.38808e+18,30-04-2021 10:18,Music can help reduce anxiety as well as help the mind and body cope with stress
168,168,168,1.38808e+18,30-04-2021 10:18,The pandemic has been the cause of ongoing anxiety Children have not been immune to it especially with their schooling and other routines being disrupted Heres how you can support your child
169,169,169,1.38808e+18,30-04-2021 10:17,Because society has disintegrated Loving and meaningful relationships are a thing of the past True masculinity and femininity are a rarity these days On top of that youve got a epidemic of depression and anxiety amongst young people for not seeing a future ahead of them
170,170,170,1.38808e+18,30-04-2021 10:17,True anxiety and panic symptoms for me get reduced into jokes about women being hormonal
171,171,171,1.38808e+18,30-04-2021 10:17,Wow how dare you contextualise the issue of closecontact anxiety in relation to a pandemic Wheres your seething incredulity
172,172,172,1.38808e+18,30-04-2021 10:17,A lot of people are playing Apex so I thought Id try but I tried playing it and my anxiety was just like too much nope  BUT I hope you enjoy it
173,173,173,1.38808e+18,30-04-2021 10:17,Do you ever have anxiety that youre might accidentally post the wrong thing to the wrong account and blow your cover Because I have it CONSTANTLY Sort of envy those artists who dont care and dont separate their lewds from their socially acceptable works
174,174,174,1.38808e+18,30-04-2021 10:17,Not having enough sex can put you at risk of anxiety paranoia and depression
175,175,175,1.38808e+18,30-04-2021 10:17,what colour are waves white as snow when they break did you survive the drift okay still as a pebble could you stayLove most of the times is accompanied with heartbreakfear loss n anxiety As much as one wants to stay thru thick n thin theres always a breaking point
176,176,176,1.38808e+18,30-04-2021 10:17,Because hes just announced on the that hes going to push back on the over s group having denied it only last week offering only the Johnson amp Johnson vaccine that has a  efficacy The guy is useless and causing anxiety everywhere
177,177,177,1.38808e+18,30-04-2021 10:17,kindly issue clarification for people who received passport request with a  day deadline but havent been able to submit due to service suspension Do we live in anxiety Outland spouse visa applicant
178,178,178,1.38807e+18,30-04-2021 10:17,my anxiety is so fucking bad recently i never thought i had a problem with anxiety but holy shit my brain will not stfu
179,179,179,1.38807e+18,30-04-2021 10:17,Crap im getting pretty bad with sleep and paranoia and anxiety which hasnt happened in years this is what guilt can do to a guy i guess
180,180,180,1.38807e+18,30-04-2021 10:17,Sadly its not international amp I hope one day you can answer my pinned tweet either Y or N as I need verification to end the anxiety of what I missed as my once in a lifetimePlease I know youre inundated w requests yet this will help my mind realise I wasnt 
181,181,181,1.38807e+18,30-04-2021 10:17,tw kidnapping and anxiety mention fr i wish i could stop having nightmares that im getting kidnapped its been like this for a whole week is always some different situation and i woke up shakingstarting a anxiaty attack
182,182,182,1.38807e+18,30-04-2021 10:16,I believe I can do it and the hurdle to overcome doubt anxiety and worry becomes greater Action cures all that
183,183,183,1.38807e+18,30-04-2021 10:16,Chronic fatigue syndrome fibromyalgia headache backache and psychiatric symptoms such as depression and anxiety are also common
184,184,184,1.38807e+18,30-04-2021 10:16,Thank you for saving me from anxiety OPM FRIVORITES WITH ANDREA
185,185,185,1.38807e+18,30-04-2021 10:16,i need to stop drinking coffee it just makes my anxiety sky rocket
186,186,186,1.38807e+18,30-04-2021 10:16,Given your profile pic you might not like to hear thisbut I got a  decrease in anxiety and increase in motivation when I quit cannabis
187,187,187,1.38807e+18,30-04-2021 10:16,mind always blown by  people who r quiet but for reasons other than anxiety  people who always think of everything and check things constantly but not bc they are terrified of what happens if they dont and  thing goes wrong
188,188,188,1.38807e+18,30-04-2021 10:16,I think its time I stop drinking my anxiety has been awful the morning after
189,189,189,1.38807e+18,30-04-2021 10:16,my anxiety could never
190,190,190,1.38807e+18,30-04-2021 10:16,i just love midnight anxiety attacks
191,191,191,1.38807e+18,30-04-2021 10:16, anxiety lmaoo
192,192,192,1.38807e+18,30-04-2021 10:16,Insecure people complain about blueticks and why their emailssms were read and not replied immediately This the anxiety you take to your great grand peoples graves You know Humans can read bt they arent in the right frame to reply forget or just pleasure of seeing u wait
193,193,193,1.38807e+18,30-04-2021 10:16,Okay I admit that I get anxiety every time I try to discuss something Sometimes I can control
194,194,194,1.38807e+18,30-04-2021 10:16,What ignites more anxiety navigating the inperson meeting madness or wearing real pants
195,195,195,1.38807e+18,30-04-2021 10:16,anxiety 
196,196,196,1.38807e+18,30-04-2021 10:16,just looking at the picture gives me anxiety
197,197,197,1.38807e+18,30-04-2021 10:16,Tell me you have anxiety without telling me you have anxiety Ill start My saved playlists on Spotify
198,198,198,1.38807e+18,30-04-2021 10:16,If I suffer from anxiety depression or lovesick dont ever think will go for a specialistpsychiatrist  I m going straight to namjoon for help hell be my savior period NAMJOON RM TurnOnTheMoonRM DontOutNow
199,199,199,1.38807e+18,30-04-2021 10:16,i went out for some errands but there were hundreds and thousands of people on the streets it gave me so much anxiety and now i have  energy ill be ia today lt
200,200,200,1.38807e+18,30-04-2021 10:15,also social anxiety because what if someone saw me throw out a used diaper
201,201,201,1.38807e+18,30-04-2021 10:15,GhumHaiKisikeyPyaarMeiin Ayesha was way more good in precap She portrayed the anxiety hurt afraid beautifully 
202,202,202,1.38807e+18,30-04-2021 10:15,Im praying extra hard for everyone Today May the Lord take away your Pain your Fears your Doubts all Anxiety and Negative thoughts May he replace it with Love Laughter Positive energy and Strength to Peserevere
203,203,203,1.38807e+18,30-04-2021 10:15,myalvie startup selflove mindfulness anxiety depression mentalhealthawareness mentalillness mentalhealthmatters wellbeing meditation We want to design a product that works for you Help us by filling in this questionnaire
204,204,204,1.38807e+18,30-04-2021 10:15,Absolutely Its been even more last minute for me in the pandemic because my anxiety and overthinking is so much worse so I just do it the night before so I dont have time to change too much
205,205,205,1.38807e+18,30-04-2021 10:15,People who delete messages give me anxiety Please dont do it
206,206,206,1.38807e+18,30-04-2021 10:15,Can I just say something Anxiety and being nervous is not the same thing
207,207,207,1.38807e+18,30-04-2021 10:15,All comments returned Zoom Meeting Anxiety And How To Effectively Overcome It Covid has made avoiding Zoom meeting anxiety impossible but luckily for you this article contains the best tip on how to overcome it
