id,timestamp,tweet_text
1.39E+18,30-04-2021 21:13,b'@Chime A place to live but the deposit is killing me.'
1.39E+18,30-04-2021 21:12,"b""Considering how everything is right now... would you rather choose to be aware of your greatest fear's approach, or choose blissful ignorance?"""
1.39E+18,30-04-2021 21:10,b'#FF blissful moments\n\n@bgdadyspnkbtm \n@Bliss_Missed \n@happymilly1 \n@1ychromosome \n@velvetwords1 \n@MindDisabled_ \n@PandorasBX'
1.39E+18,30-04-2021 21:08,"b'@neiltyson I mean come on. How amazing would that be to know your body wouldn\xe2\x80\x99t be rotting in the forsaken ground, but floating across the void, never decomposing, never changing. It\xe2\x80\x99a blissful to think about tbh \xf0\x9f\x98\x8c'"
1.39E+18,30-04-2021 21:07,b'Do you cover people or you expose them?\nAre you a defender or an offender? \n\nHave a blissful night!'
1.39E+18,30-04-2021 21:05,b'\xe2\x80\x9cI love the silent hour of night. For blissful dreams may then arise.\xe2\x80\x9d \xe2\x80\x93 Anne Bront\xc3\xab https://t.co/1U4AryyIJj'
1.39E+18,30-04-2021 21:00,"b""@JennyferJuniper I'm a huge Bowie fan.\xf0\x9f\x99\x82"""
1.39E+18,30-04-2021 21:00,"b'Ever since people gave control of the government to an AI, everything has been a blissful utopia. Every law it passes makes life better somehow, even though the laws it passes keep getting increasingly bizarre. #fiction #storytelling #WritingCommunity #writers #imagination'"
1.39E+18,30-04-2021 20:59,b'*Digest Before Bedtime*\n\nYou cannot change your FUTURE but you can change your HABITS.  And surely your HABITS  will change your FUTURE.\n\nHave a blissful night!'
1.39E+18,30-04-2021 20:59,"b'@JennyferJuniper Goodnight, Jenny.\xe2\x9d\xa4\xef\xb8\x8f'"
1.39E+18,30-04-2021 20:59,b'One Kiss by Calvin &amp; Dua will forever give me blissful tears \xf0\x9f\xa5\xb2'
1.39E+18,30-04-2021 20:58,b'Pulp noir art by Glen Orbik. https://t.co/NBLjpRZRCZ'
1.39E+18,30-04-2021 20:57,b'@Blissful_Gh0st Really smh'
1.39E+18,30-04-2021 20:56,b'More pulp noir art by Glen Orbik. https://t.co/b88inrGGgP'
1.39E+18,30-04-2021 20:54,b'No amount of work can ever go unappreciated especially the one that supports an entire country together. We thank our work force today for their efforts and wish all a blissful Labour Day.\nWebsite: https://t.co/UzJ0BdaFeb \n#realvisory #alqaimhousing #realestate #gwadar #DHA https://t.co/9WdEIFi7TP'
1.39E+18,30-04-2021 20:53,b'emawk binds the most blissful melodies in the world'
1.39E+18,30-04-2021 20:52,b'Lately (feat. Blissful sax) \n-Kelvin Momo\n\xf0\x9f\x98\xa9\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\x8d\xb3\xf0\x9f\x98\x98'
1.39E+18,30-04-2021 20:52,"b'@roun_sa_ville Blissful, but not content'"
1.39E+18,30-04-2021 20:51,"b'constantly wish i had the blissful life of a fake blonde, fake tanned, lulu wearing basic white girl of suburban america'"
1.39E+18,30-04-2021 20:50,b'The blissful silence of an empty room.'
1.39E+18,30-04-2021 20:49,b'Pulp art by Glen Orbik. https://t.co/AEcDWi4iVD'
1.39E+18,30-04-2021 20:46,"b'Happy birthday Ndunankulu @Enghumbhini, my fellow Taurean. I hope your day was blissful abd wish you many happy returns.'"
1.39E+18,30-04-2021 20:45,b'@Shalalashanta Oh god to know what it\xe2\x80\x99s like to not have a crush \xf0\x9f\x98\xad sounds blissful'
1.39E+18,30-04-2021 20:44,"b'@ChauSidara in 3 words, comfort, safe, blissful'"
1.39E+18,30-04-2021 20:42,b'Watching big Joel w some ch\xce\xb5\xce\xb5zits \xf0\x9f\x92\x97\xe2\x98\xba\xef\xb8\x8f\nThat smiley emoji is the only one that can accurately display my emotion rn I\xe2\x80\x99m feelin so blissful'
1.39E+18,30-04-2021 20:42,b'Blissful burgers? \xf0\x9f\x98\x98\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbb ... so good'
1.39E+18,30-04-2021 20:40,"b'I had OCs like this! One was a princess who was way too blissful and had no idea how to actually rule a country, and the other was pretending to be her bestie while secretly trying to kill her to take the throne. Her plans failed everytime though and the princess never noticed.. https://t.co/j0dOI3rUzJ'"
1.39E+18,30-04-2021 20:38,"b'He gazed down at the slumbering rabbit in his arms, then at his other guests in blissful stupor around the room. He let out a satisfied sigh.\n\n\xe2\x80\x9cI do so love being a god among the mortals.\xe2\x80\x9d he raked his claws through his thick hair. \xe2\x80\x9cSeeing them so happy is truly life\xe2\x80\x99s purpose.\xe2\x80\x9d'"
1.39E+18,30-04-2021 20:37,b'Now they\xe2\x80\x99re considering to pay people to get vaccinated?'
1.39E+18,30-04-2021 20:36,"b""@motherrbearr @StygianSis @RyanKeller48 @freeblackgirl @Instacart This is a bad analogy in so many ways, but it does a great job in explaining why you don't think food is a possible issue or important to people.\n\nI'd love to live in your blissful dream world for a while. It would be such a nice vacation from here in real life."""
1.39E+18,30-04-2021 20:32,b'@mioonii wanna come where I live? where I lived in blissful ignorance of their existence up until today??'
1.39E+18,30-04-2021 20:30,"b'@char_stokely \nI\xe2\x80\x99m Groot \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb, are you too?\xf0\x9f\x98\x8f Hope you like to see this clip.  \nWhen you know yourself the best, this world\xe2\x80\x99s opinion won\xe2\x80\x99t matter to you. Have a blissful day &amp; night. Stay safe &amp; healthy. Take care, Miss CS. \xf0\x9f\x99\x82 https://t.co/irbEPxKIlg'"
1.39E+18,30-04-2021 20:30,"b'@shylajdotcom \nI\xe2\x80\x99m Groot \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb, are you too?\xf0\x9f\x98\x8f Hope you like to see this clip.  \nWhen you know yourself the best, this world\xe2\x80\x99s opinion won\xe2\x80\x99t matter to you. Have a blissful day &amp; night. Stay safe &amp; healthy. Take care, Miss SJ. \xf0\x9f\x99\x82 https://t.co/OEXXUIANqW'"
1.39E+18,30-04-2021 20:29,b'@kiskoj @PwettyTem @taiwasc Blissful night rest \xf0\x9f\x92\x9b'
1.39E+18,30-04-2021 20:29,b'This is blissful and draws you closer to your creator !! https://t.co/IcW2pz436F'
1.39E+18,30-04-2021 20:27,"b""@CritterGrinds yeah!! once you get rid of the Holy bit, they're just the spiritual embodiment of /something/, and once that holy stuff is dissolved into a cup of tea then they become the spiritual embodiment of tea! just as blissful and fulfilling, but now much more fragrant and cosy..."""
1.39E+18,30-04-2021 20:25,b'y\xe2\x80\x99all i woke up from a really blissful nap to a stupid text from dhl saying my run up hoodie was coming today but my address was wrong so it didn\xe2\x80\x99t ???? what does this mean that package is my baby and i need to be united with it pray for me'
1.39E+18,30-04-2021 20:23,b'Keep in mind despite her being barely half his size if she caught him saying this allowed she would beat him with a rolled up newspaper and do /everything/ he wished her not to do just to spite him.\n\nSo blissful silence is the answer.'
1.39E+18,30-04-2021 20:18,"b""Don't expect a blissful marriage, if you are planning to marry someone who doesn't care about personal growth and development\n\n#relationshipgoals #FridayFeeling"""
1.39E+18,30-04-2021 20:17,"b'May the starry night brings all it\xe2\x80\x99s peace and elegance in your rooms , \nmay the epic kindness of night covers you till dawn .. \nmay all your problems are resolved by the morning..\nHave a blissful sleep \xf0\x9f\x98\xb4 \nGood night Twitter fam !!\n\xe2\xad\x90\xef\xb8\x8f \xf0\x9f\x92\xab \xf0\x9f\x8c\x99\xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x92\xab\xf0\x9f\x8c\x99\xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x92\xab https://t.co/ZSPT7yf5G4'"
1.39E+18,30-04-2021 20:16,b'@SusanneHart Blissful'
1.39E+18,30-04-2021 20:15,b'How should you spend your retirement savings?\n\n\xf0\x9f\x92\xb2Keep your distribution as small as possible\n\nI can also help you do Real Estate Investing. Let\xe2\x80\x99s do The Blissful Real Estate Investor Way! Visit https://t.co/AEp30mkjQI and learn more!\n\n#BlissfulRealEstateInvestor #BlissfuInvestor https://t.co/AmrtXH4W3S'
1.39E+18,30-04-2021 20:14,"b'Summer\xe2\x80\x99s Eve Feminine Cleansing Cloths, Blissful Escape, 16 Count\n\n-pH balanced\n-Fruity floral fragrance featuring vibrant berry notes\n-Gently cleanses and freshens\n-Removes odor causing bacteria  \n\nOn sale starting at just $1.72\n\nhttps://t.co/qYdg7SRWVv\n\n#ad #cleansing #cloths https://t.co/5Nxp30D3og'"
1.39E+18,30-04-2021 20:13,b'@CarmenKrebs5 Omg I would absolutely die! This would be blissful \xf0\x9f\x99\x8f and deer are so sketchy the person recording must be an Angel!'
1.39E+18,30-04-2021 20:13,"b""NO GIVEN. CAT FART CLOWN COVFEFE DIARRHEA KOOL MOE DEE HAVE A JELLY COMMUNITY GREAN LET'S PICK SOME NOSES FECES BOWEL MOVEMENT BLISSFUL REPOSE OF NOTHINGNESS JUAN SCRABBLE MISSED A FART STUBBORN FISHERMAN. BYE FELICIA COW IS HERDING FARTS. BITCONNECT ANACIN SO IPAD! RICK ASTLEY"""
1.39E+18,30-04-2021 20:11,b'@Soniabl1966 Amen. Have a blissful and glorious weekend in Jesus Christ name. May the joy of the Lord continue to radiate in your  life through Jesus Christ our Lord sis Sonni.'
1.39E+18,30-04-2021 20:10,b'We can regard our life as a uselessly disturbing episode in the blissful repose of nothingness\n\xe2\x80\x94 Arthur Schopenhauer'
1.39E+18,30-04-2021 20:10,b'@coriiixo_ @jiggyjayy2 Actually I have. And it\xe2\x80\x99s usually when the mother already has 2-3 kids of the same gender and they be hoping for the opposite.'
1.39E+18,30-04-2021 20:08,b'Hyacinthus: *having Amnesia from blunt head trauma*\n\nApollo: *being the only one who knows*\n\nHyacinthus: *blissful ignorance*'
1.39E+18,30-04-2021 20:08,"b'My book is now available at Friesen Press, Amazon, Apple, Kindle, Kobo, Nook, Ingram Distr. I survived CA, CSA, P&amp;E abuse, rape, torture and gaslighting. There is a life after abuse. There is love, and blissful healing. Large portion of proceeds to CMHA.\n\nhttps://t.co/C9AROzLVdW'"
1.39E+18,30-04-2021 20:08,"b'Bars opened in the north tonight.  Went for 1 or 2 in Hillsborough Co. Down.  As they would say back in the day starvin\xe2\x80\x99 with the cold.  Ended up coming home, warm house, Tom Collins cocktail or Espresso Martini, with @johncreedon on @RTERadio1. Blissful.'"
1.39E+18,30-04-2021 20:06,b'@mcloy_kay All blissful'
1.39E+18,30-04-2021 20:06,b'watching the peep this out guy giddily eat fast food every day while his skin slowly turns grayish-green has helped me finally get what joanna newsom meant when she said \xe2\x80\x9clife is thundering blissful towards death in a stampede of his fumbling green gentleness.\xe2\x80\x9d https://t.co/pkEPR8DCUi'
1.39E+18,30-04-2021 20:04,"b""@omnompanda77 @NFTpornBot @18NFT @b0thsidesn0w @reddmoffat @izzet_blissful @purpletrader1 @Wanksy3D @dorito4her @Hotstuff_002 @contafakeca1 @weirdtexan26 @fknjpgs @MalarkeyMan2 @RealAWstudios @AdiosF6F @RomanGilz @lesmanabdg Porn has driven far more than these and will continue to. My observation is that NFTs aren't democratic like crypto intends to be but rather reinforce how investment grade art economics work: designed by and for the 1%. It's money laundering."""
1.39E+18,30-04-2021 19:59,"b'@nathaliejacoby1 Nathalie,\nTaking care of yourself should be your first priority.  (You\xe2\x80\x99d say the same thing to any one of us, right?)\nHave a blissful weekend \xf0\x9f\x92\x9e https://t.co/s7eUFctUN0'"
1.39E+18,30-04-2021 19:58,"b""@kujayant @Cernovich The subcontinent's earned the right to carry the banner for the era of plausible deniability. Indology provides an escape perhaps more blissful than any other fantasy setting. Helps distract from the fraud, filth and entropy, persisting for millennia somehow."""
1.39E+18,30-04-2021 19:57,"b""I just randomly joined a twitter space and its a little concert; wholesome af \xf0\x9f\x92\x9e.. my insomniac ass can't fall asleep despite being tired af and this dude is singing a song by Kasun Kalhara rn and its blissful"""
1.39E+18,30-04-2021 19:56,"b'After reading so many ""Mother\'s"" and  #ashaangi craziness here, \nMy mindvoice: Appada naan kooda naama mattum than kirukku mathirinnu nenachiten, inga tagla fulla namma inam than pola\xf0\x9f\x98\x82\xf0\x9f\x98\x82 \nThank you for such a blissful place\xf0\x9f\xa4\x97'"
1.39E+18,30-04-2021 19:56,b'Skip the spa day and go straight to blissful tranquility. These gummies have a reputation of bringing on waves of relaxation. \n\nhttps://t.co/1puKfNdOhJ\n\n#calgary #ottawa #ontario #hamilton #toronto https://t.co/zXfo6LMNuY'
1.39E+18,30-04-2021 19:53,b'@AhmedabadTimes @ishehnaaz_gill Looking beautiful blissful and Smart Smart'
1.39E+18,30-04-2021 19:52,"b'@cptnwtrpnts I wish Blissful harmony to all of God\xe2\x80\x99s Creation and verily upon all the youth, the creatures of the depths briny, and, lastly, to ourselves, you and I.'"
1.39E+18,30-04-2021 19:52,b'This blissful zen state of mind I\xe2\x80\x99m finally in &gt;&gt;&gt;'
1.39E+18,30-04-2021 19:51,b'@Yootha The snooker has been such a high standard as well. It\xe2\x80\x99s just blissful to lose yourself in a session of snooker.'
1.39E+18,30-04-2021 19:50,b'did everyone have to inform me that flying cockroaches are real? couldn\xe2\x80\x99t you let me live in blissful ignorance??'
1.39E+18,30-04-2021 19:48,b'Have a Blissful weekend.\n\n#TeamAsk https://t.co/kKZZDKHtcy'
1.39E+18,30-04-2021 19:48,"b'@sha_blah Blissful, in love with love.\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'"
1.39E+18,30-04-2021 19:46,b'@EllieWeiszOTT Very nice.\xf0\x9f\x99\x82'
1.39E+18,30-04-2021 19:45,"b""@inkdoom_ Don't worry I am know living in blissful ignorance"""
1.39E+18,30-04-2021 19:44,"b'@FrekeSage @MicahFaulkner12 @MattWalshBlog What? How can I keep smoking top shelf all day yet never ever ever reach the level of Blissful Ignorance y\xe2\x80\x99all on the GOoP have somehow achieved? And it would fit too, the duality, the rage bliss, in mixed manic so, I try, but I can\xe2\x80\x99t get that dumb..... Wtff. Pink hair? What? https://t.co/tffbVmnXeE'"
1.39E+18,30-04-2021 19:42,b'How my last meal at Olive Garden tasted. https://t.co/O6R4yLfnGH'
1.39E+18,30-04-2021 19:42,b'@LightPrism7 Only blissful flow'
1.39E+18,30-04-2021 19:42,b'@chaoticafq @_blissful_girl_ No andi . 2 months ani yekkada cheppaledu. Just guessing anthe . \n\nDon\xe2\x80\x99t know how long this travel ban continues'
1.39E+18,30-04-2021 19:39,"b'@kihhyunsik i mean no disrespect but... what massive mamaries, absolutely bonkers bazongas, holy honkers, outstanding orbs, blissful boobas, delightful donks, gigantic gigamilks, titanic tatas, just absolutely unimaginable urungadungas, massiv-'"
1.39E+18,30-04-2021 19:37,b'Today was my last day at school. I couldn\xe2\x80\x99t be more grateful and blissful for this great professional and personal experience \xf0\x9f\x92\x99 https://t.co/WeyqZxCzaj'
1.39E+18,30-04-2021 19:37,b'@janefourmillion This sounds like a blissful day!  Hot dogs and pots! \xf0\x9f\x98\x9cI am fully vaxxed (14 days post shot #2) on Cinco de Mayo!  Here\xe2\x80\x99s to living and enjoying the simple things!'
1.39E+18,30-04-2021 19:34,"b""Sitting in the dark listening to Sade ,having my wine on my hand..\nIt's just blissful.."""
1.39E+18,30-04-2021 19:30,"b""@_blissful_girl_ @kakashii_stan @Madboyy__ It's the problem of all 18+ in India. Though the vaccines are made in India, we need to wait to get 1 shot. I am just worried after seeing death of some friends below 30. Chalta.. need unnodiki help and andithe chalu.."""
1.39E+18,30-04-2021 19:28,"b""@are_films @kakashii_stan @Madboyy__ Also right now vaccinations in India shortage lo unnayi.. Even my mom was told to wait by doc.. Vaccination kosam ani velli covid tho effect ayinavallu unnaru as there's huge lines for vaccinations.. If you are okay to wait, wait.. Meantime if I get any leads vl keep you posted"""
1.39E+18,30-04-2021 19:28,"b""@bertie_lakeland Blissful Bertie bimbling... And your ears blowing in the breeze on a carefree car journey... Wistfully wonderful, Berts, you're my new Mindfulness App. \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x90\x95\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8c\xbf\xf0\x9f\x8c\xb3\xf0\x9f\x8d\x83"""
1.39E+18,30-04-2021 19:27,"b'@DNeurosx They give us personal space,\nSo the nights are always Blissful !!!!'"
1.39E+18,30-04-2021 19:27,"b'\xf0\x9f\x96\xa4\n\nI love the silent hour of night, \nFor blissful dreams may then arise, Revealing to my charmed sight\nWhat may not bless my waking eyes.\n\n\xe2\x9c\x92\xef\xb8\x8fAnne Bront\xc3\xab https://t.co/B8S6rJ13s2'"
1.39E+18,30-04-2021 19:25,"b""@SweatieAngle I try to remain ignorant of most things whenever possible\n\nit's pretty blissful"""
1.39E+18,30-04-2021 19:25,"b""@are_films @kakashii_stan @Madboyy__ My family doc in India suggested to wait to get vaccinated because right now situation is out of control.. It's better if you can for 1-2 months and stay at home unless if it's essential don't step out.. After 1-2 months if situation gets better then you can get vaccinated"""
1.39E+18,30-04-2021 19:24,b'@are_films @_blissful_girl_ @Madboyy__ Truth is we all r as lost as u r \xf0\x9f\x98\x9e'
1.39E+18,30-04-2021 19:22,"b""@_blissful_girl_ @kakashii_stan @Madboyy__ I don't think anyone can help on this.. as many are struggling for oxygen and beds.. I don't have an option.. wait till my turn comes.. pls help those who are in need of oxygen and beds. Thank you"""
1.39E+18,30-04-2021 19:22,b'Apparently in Pats fans minds filing other teams doesn\xe2\x80\x99t offer up any advantages. Some like this guy actually believe they\xe2\x80\x99ve never cheated. What a blissful group they\xe2\x80\x99re. \xf0\x9f\x98\x82 https://t.co/RnoCVGICqX'
1.39E+18,30-04-2021 19:22,"b""The thought that you exist is so divinely blissful in itself that it is ridiculous to talk about the everyday sadness of separation \xe2\x80\x94 a week's, ten days' \xe2\x80\x94 what does it matter? since my whole life belongs to you."""
1.39E+18,30-04-2021 19:21,b'Have a blissful time dears \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4'
1.39E+18,30-04-2021 19:20,b'@_blissful_girl_ Just temporary andi . Matter of couple of months I am guessing . Even I am waiting for my son to come to US with my parents.'
1.39E+18,30-04-2021 19:19,"b'@epidjinn @hue_manist @unofficialra @ReshminTV @ManUtd @paulpogba Not sure how you peeps think.\nThe world is a place of trials/tests, and not an eternal blissful home without death (Paradise).\nHere (since inception of humanity), people/countries are tested with good and bad\xe2\x80\xa6 those who believe and do good will excel!'"
1.39E+18,30-04-2021 19:19,b'@_blissful_girl_ @are_films @Madboyy__ For vaccinations ??'
1.39E+18,30-04-2021 19:19,"b""@oladejo_funmi Have a blissful weekend ma'am \xf0\x9f\xa5\xb0"""
1.39E+18,30-04-2021 19:17,b'@are_films Sorry no leads from Hyd.. \n@kakashii_stan @Madboyy__ please help if you have any sources'
1.39E+18,30-04-2021 19:17,b'I have no idea what the current drama is and I don\xe2\x80\x99t want to know. please don\xe2\x80\x99t tell me I like living in blissful ignorance'
1.39E+18,30-04-2021 19:15,"b'period hack: get really high the night before, sleep great, wake up high, drink coffee that tastes angelic, spend blissful rainy day watching travel vlogs. ibuprofen as needed.'"
1.39E+18,30-04-2021 19:14,"b""FYI, \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb Note to Nri's\n\nhttps://t.co/f65PjZG0hC\n\nEdi ayithe avvakudadhu anukunnano ade ayindi.. If this is the case my mom cannot come to me \xf0\x9f\x98\x92"""
1.39E+18,30-04-2021 19:13,b'ARCADIA UTOPIA BLISSFUL IDYLLIC GARDEN OF EDEN \n\nA PERFECT PLACE WILL BE WHEN I END JAYDAYNES LIFE\n\nTHE ANGELS WILL REJOICE https://t.co/5VemY2zKig'
1.39E+18,30-04-2021 19:12,b'@are_films Which part of India are you located? I know only about Vizag.. Not sure about other states..'
1.39E+18,30-04-2021 19:12,"b'neither of us have read any of the manga so we\xe2\x80\x99re both just in this wonderful state of blissful ignorance. noise cancelling headphones on, explosions outside, etc etc'"
1.39E+18,30-04-2021 19:12,"b'Most Americans have no idea that on January 6th, America became a failed State, as almost half of Congress failed to carryout their Constitutional duty. Yet here we are......Blissful, as the band plays on.'"
1.39E+18,30-04-2021 19:09,"b""@Blissful_Apple It's nice to know that you really can grow a pair! \xf0\x9f\xa4\xa3"""
1.39E+18,30-04-2021 19:09,"b""@SimoibenN Blissful natal day to your exquisite daughter...may she enjoy all of haven's best!"""
1.39E+18,30-04-2021 19:09,"b'@blissful_vibezz Yeah this is real, Check your dm'"
1.39E+18,30-04-2021 19:08,b'@Whyichimein Is this real?? \xf0\x9f\x91\x80 omg \xf0\x9f\x98\xb1'
1.39E+18,30-04-2021 19:08,"b""Dumb.\nDrowsy.\nBlissful.\nEmpty.\nObedient.\nHorny.\n\nAren't you glad you chose this life?"""
1.39E+18,30-04-2021 19:08,b'@Simon27Moses @SimoibenN Blissful natal day to your exquisite daughter...may she enjoy all of havens best!'
1.39E+18,30-04-2021 19:06,"b""@LadyAurelius \xf0\x9f\x99\x8c\n\nHope it was as satisfying a dinner as befits being moved into your new home, and that the blissful quiet leads to a sound night's sleep \xf0\x9f\x99\x82"""
1.39E+18,30-04-2021 19:06,b'India blames COVID spike on virus variant https://t.co/dMwqWWgwTL https://t.co/g5oDSm9zxp'
1.39E+18,30-04-2021 19:05,"b'There\xe2\x80\x99s a certain rage building in me, looking at pages and pages and pages of people who have voted to kill, who are smiling for the camera in their expensive clothes and the complete, blissful knowledge that the hate they\xe2\x80\x99re weaponizing won\xe2\x80\x99t hurt THEM.'"
1.39E+18,30-04-2021 19:05,"b'@flamingopunch This is stunning ; ;\nI absolutely love how you always portray such atmospheric pieces,the background is simply gorgeous and Shigure looks so blissful ~\nTruly inspirational level I hope to achieve one day~'"
1.39E+18,30-04-2021 19:04,b'The dude eating the sandwich looks like he just nutted himself.\xf0\x9f\x92\xa6\xf0\x9f\xa4\xaa https://t.co/lWdo4rAf9t'
1.39E+18,30-04-2021 19:03,"b'Do you really think there were no Zuckerface types in blissful early America?  There has always been a struggle here of economic exploitation and plutocrats, in one form or another'"
1.39E+18,30-04-2021 19:02,b'Need my balance raised please. \xe2\x9c\xa8 $aurorabu #CashAppFriday #Cashappblessings @CashApp https://t.co/HJRJUc9Nbv'
1.39E+18,30-04-2021 19:01,"b'About a third of the way through the movie, the projector malfunctioned for five #blissful minutes https://t.co/8t256CLQ2i'"
1.39E+18,30-04-2021 19:01,b'@CashApp $aurorabu I need to raise mine. @CashApp'
1.39E+18,30-04-2021 19:00,"b""'Safe in the Angel's Wing' by @DianeArkenstone is #NowPlaying on 'Meditation'.  Big shout-out to Blissful Bass for including this track on their Spotify playlist! #GetYourMusicHeard\n\nListen here:\nhttps://t.co/T6LMWFaEVz\nhttps://t.co/T6LMWFaEVz"""
1.39E+18,30-04-2021 19:00,"b'Blissful Bonanza!\n\xc2\xa0\xc2\xa0\nTake on daily battles to get tickets and a total of 900 gems!\n\xc2\xa0\xc2\xa0\nExchange the tickets for items such as 5\xe2\x98\x85-Guaranteed Scout Tickets, lucky cookies, and more!\n\xc2\xa0\xc2\xa0\nDetails:\nhttps://t.co/rEiaKA4PRU\n\n#PokemonMasters https://t.co/bPXkxMAXge'"
1.39E+18,30-04-2021 18:59,"b'Happy birthday to one of my besties \xf0\x9f\x98\x98 \xf0\x9f\x92\x95\xe2\x9d\xa4\xef\xb8\x8f\nI love you saimu! Xx\nWish you a blissful life ahead, stay happy always~\xf0\x9f\x8c\xbc\n@IamAfridianGirl \nWish her Lala @SAfridiOfficial https://t.co/LvMWuFv4zJ'"
1.39E+18,30-04-2021 18:59,"b'Saim!!! You know you\xe2\x80\x99re so special, I love you with my whole heart. Tons of love on your way my bestie\xf0\x9f\x92\x95\xe2\x9d\xa4\xef\xb8\x8f\nHappy birthday cutie\xf0\x9f\x91\xb8\xf0\x9f\x8c\xbb\nWish you a blissful life ahead!\n#HBDSaima \n@IamAfridianGirl https://t.co/yFpx0plwUv'"
1.39E+18,30-04-2021 18:58,b'@_blissful_girl_ I am in India and below 32.. wanted to get vaccinated ASAP as few of my contacts expired between 25 to 35 age.. any sources..?'
1.39E+18,30-04-2021 18:58,b'@arifayyub @RanaAyyub Stay your strong self!\nHave a blissful year ahead\xf0\x9f\x92\x90'
1.39E+18,30-04-2021 18:55,"b'...being filled with the sweetness of thy love, wholly consumed with the flame of thy charity, I may love thee, my most sweet and fairest Lord, with all my heart, with all my soul and with all my strength!\xe2\x80\x9d[\n\nhttps://t.co/cWxCAA9UGZ https://t.co/73y4rpcCyR'"
1.39E+18,30-04-2021 18:55,"b'O Love who ever burnest without quenching, O Christ Jesus, most good and sweet, O Love, my God, consume me wholly in thy fire, in thy charity, in thy sweetness, thy love, thy tenderness . . .\n\nhttps://t.co/cZlH86UbZX https://t.co/h2lYPBdncM'"
